row_index,base_value,predicted_value,model_prediction,additive_consistent,feature_name,feature_value,shap_value,direction
10,18.887224,4.735925477050781,4.728709697723389,True,demand_rolling_mean_7,4.857142857142857,-0.19692707061767578,negative
10,18.887224,4.735925477050781,4.728709697723389,True,demand_rolling_mean_14,4.642857142857143,-0.18316061794757843,negative
10,18.887224,4.735925477050781,4.728709697723389,True,demand_rolling_std_7,1.345185418269101,-0.12212523818016052,negative
11,18.887224,8.132650177978515,8.125439643859863,True,day_of_week,2.0,0.2543307840824127,positive
11,18.887224,8.132650177978515,8.125439643859863,True,week_sin,-0.8854560256532096,0.24507549405097961,positive
11,18.887224,8.132650177978515,8.125439643859863,True,price_deviation_rolling_7,-32.44,0.15930120646953583,positive
11,18.887224,8.132650177978515,8.125439643859863,True,price_deviation_rolling_28,-20.097857142857208,0.12554210424423218,positive
11,18.887224,8.132650177978515,8.125439643859863,True,dow_sin,0.9749279121818236,0.08597419410943985,positive
11,18.887224,8.132650177978515,8.125439643859863,True,inventory_lag_7,176.0,0.0540897399187088,positive
11,18.887224,8.132650177978515,8.125439643859863,True,competitor_spread_pct,-9.212822632497481,0.044344719499349594,positive
11,18.887224,8.132650177978515,8.125439643859863,True,competitor_price_ratio,0.9078717736750253,0.036698877811431885,positive
11,18.887224,8.132650177978515,8.125439643859863,True,inventory_change_1d,298.0,0.03342672437429428,positive
11,18.887224,8.132650177978515,8.125439643859863,True,month_sin,-0.8660254037844385,0.033316563814878464,positive
11,18.887224,8.132650177978515,8.125439643859863,True,demand_lag_7,8.0,-3.6397781372070312,negative
11,18.887224,8.132650177978515,8.125439643859863,True,demand_lag_28,7.0,-2.8487517833709717,negative
11,18.887224,8.132650177978515,8.125439643859863,True,demand_lag_14,8.0,-2.005803346633911,negative
11,18.887224,8.132650177978515,8.125439643859863,True,log_price,6.2029402935545095,-0.858641505241394,negative
11,18.887224,8.132650177978515,8.125439643859863,True,demand_rolling_mean_28,8.035714285714286,-0.6570374369621277,negative
11,18.887224,8.132650177978515,8.125439643859863,True,price_lag_1,547.74,-0.2373419553041458,negative
11,18.887224,8.132650177978515,8.125439643859863,True,demand_rolling_mean_7,7.857142857142857,-0.23489731550216675,negative
11,18.887224,8.132650177978515,8.125439643859863,True,demand_rolling_mean_14,8.357142857142858,-0.15814553201198578,negative
11,18.887224,8.132650177978515,8.125439643859863,True,demand_rolling_std_7,1.9518001458970657,-0.13949957489967346,negative
11,18.887224,8.132650177978515,8.125439643859863,True,week_cos,-0.4647231720437691,-0.11975832283496857,negative
12,18.887224,19.279710214637756,19.272493362426758,True,demand_lag_28,16.0,0.8272759318351746,positive
12,18.887224,19.279710214637756,19.272493362426758,True,demand_lag_14,19.0,0.7578667402267456,positive
12,18.887224,19.279710214637756,19.272493362426758,True,day_of_week,1.0,0.5186921954154968,positive
